Global absolute abundance estimations for all proteins identified in dataset 2 (see supplemental Figure 4 for dataset details)																																																																							
						Protein copies/cell																						Protein Mass (fg) / Cell																						Coefficient of Variance (%) Between Biological Triplicates																					
P21338	Ribonuclease I OS=Escherichia coli (strain K12) GN=rna PE=1 SV=1	rna	4	135.8	29580.708	50	98	62	37	43	43	50	36	48	46	42	43	67	57	114	95	91	53	33	131	38	68	2.48E-03	4.84E-03	3.06E-03	1.80E-03	2.10E-03	2.12E-03	2.45E-03	1.76E-03	2.38E-03	2.28E-03	2.07E-03	2.11E-03	3.28E-03	2.80E-03	5.59E-03	4.68E-03	4.45E-03	2.62E-03	1.60E-03	6.42E-03	1.87E-03	3.32E-03	13.22	6.09	29.00	10.12	22.60	57.75	6.74	18.07	18.66	15.11	9.19	5.95	46.81	32.19	14.01	16.32	8.31	13.30	25.68	7.33	13.89	10.65
P0A725	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase OS=Escherichia coli (strain K12) GN=lpxC PE=3 SV=1	lpxC	4	231.03	33916.22523	131	133	149	90	130	119	115	109	99	99	123	101	59	49	151	193	96	108	127	133	109	100	7.40E-03	7.49E-03	8.37E-03	5.07E-03	7.34E-03	6.70E-03	6.46E-03	6.16E-03	5.57E-03	5.57E-03	6.94E-03	5.70E-03	3.34E-03	2.78E-03	8.53E-03	1.09E-02	5.38E-03	6.10E-03	7.13E-03	7.48E-03	6.12E-03	5.65E-03	17.44	6.83	7.06	7.32	5.17	6.58	8.55	15.88	5.66	11.81	11.16	2.16	35.95	18.39	7.25	33.69	11.41	5.84	4.55	0.90	20.08	6.70
P0ACV8	Uncharacterized protein ymjA OS=Escherichia coli (strain K12) GN=ymjA PE=4 SV=1	ymjA	4	338.31	9297.38439	304	175	237	314	320	261	275	342	258	249	210	184	135	170	553	284	599	334	271	341	340	303	4.70E-03	2.70E-03	3.66E-03	4.85E-03	4.94E-03	4.03E-03	4.25E-03	5.29E-03	3.99E-03	3.84E-03	3.24E-03	2.84E-03	2.08E-03	2.62E-03	8.54E-03	4.38E-03	9.25E-03	5.15E-03	4.18E-03	5.26E-03	5.25E-03	4.67E-03	21.51	25.53	1.82	5.98	20.89	55.03	23.68	21.86	7.89	7.78	12.89	13.49	82.47	22.02	20.16	10.08	13.83	18.00	12.13	7.67	6.17	8.91
P77781	Esterase YdiI OS=Escherichia coli (strain K12) GN=ydiI PE=1 SV=1	ydiI	4	341.86	14917.66901	313	230	205	232	243	219	267	278	193	168	132	94	125	105	303	448	303	275	244	184	218	292	7.76E-03	5.70E-03	5.09E-03	5.74E-03	6.01E-03	5.43E-03	6.61E-03	6.88E-03	4.79E-03	4.16E-03	3.28E-03	2.33E-03	3.11E-03	2.59E-03	7.51E-03	1.11E-02	7.50E-03	6.80E-03	6.05E-03	4.55E-03	5.39E-03	7.24E-03	1.41	6.75	11.48	4.87	17.07	10.01	5.53	21.89	16.72	13.18	12.41	6.60	16.91	35.07	12.73	19.46	9.37	14.47	2.40	5.94	17.98	7.47
P07117	Sodium/proline symporter OS=Escherichia coli (strain K12) GN=putP PE=1 SV=1	putP	4	196.34	54290.62984	77	364	140	47	90	109	61	84	152	208	161	166	47	28	48	73	43	59	107	67	82	55	6.95E-03	3.28E-02	1.26E-02	4.28E-03	8.12E-03	9.80E-03	5.46E-03	7.61E-03	1.37E-02	1.88E-02	1.45E-02	1.50E-02	4.24E-03	2.55E-03	4.34E-03	6.56E-03	3.85E-03	5.31E-03	9.67E-03	6.05E-03	7.36E-03	4.93E-03	48.93	13.59	14.82	13.67	6.47	6.65	14.15	34.46	5.13	10.39	19.37	6.50	12.54	43.65	26.03	18.43	16.33	10.82	18.40	27.09	15.09	74.77
P0A8J4	UPF0250 protein ybeD OS=Escherichia coli (strain K12) GN=ybeD PE=1 SV=1	ybeD	4	414.11	9803.11355	4131	9771	10107	3175	2411	3870	2898	4574	3561	3166	2342	2321	204	156	3477	4390	2739	2875	2873	2065	2866	3260	6.72E-02	1.59E-01	1.65E-01	5.17E-02	3.92E-02	6.30E-02	4.72E-02	7.45E-02	5.80E-02	5.15E-02	3.81E-02	3.78E-02	3.31E-03	2.54E-03	5.66E-02	7.15E-02	4.46E-02	4.68E-02	4.68E-02	3.36E-02	4.67E-02	5.31E-02	12.38	4.48	14.86	21.11	20.19	25.95	27.35	35.36	14.36	16.84	9.27	13.46	9.90	24.52	24.20	43.02	15.11	5.87	10.87	4.64	8.29	13.86
P39310	Uncharacterized protein ytfB OS=Escherichia coli (strain K12) GN=ytfB PE=4 SV=2	ytfB	4	186.12	23472.89561	194	222	211	162	173	211	229	241	147	159	155	150	143	62	252	205	232	201	171	169	128	168	7.57E-03	8.66E-03	8.21E-03	6.33E-03	6.74E-03	8.23E-03	8.91E-03	9.41E-03	5.71E-03	6.21E-03	6.03E-03	5.85E-03	5.56E-03	2.42E-03	9.83E-03	7.99E-03	9.04E-03	7.83E-03	6.65E-03	6.58E-03	4.97E-03	6.55E-03	11.54	10.49	12.64	4.84	11.46	4.63	14.82	20.96	16.32	1.38	12.69	18.39	16.75	11.90	22.26	38.27	13.13	25.23	15.77	17.63	14.58	20.33
Q47147	Putative glutamine amidotransferase yafJ OS=Escherichia coli (strain K12) GN=yafJ PE=4 SV=1	yafJ	4	204.27	28599.20568	59	48	56	54	48	69	56	51	58	55	47	53	37	50	82	98	107	87	60	68	45	62	2.81E-03	2.26E-03	2.66E-03	2.56E-03	2.27E-03	3.26E-03	2.68E-03	2.41E-03	2.74E-03	2.61E-03	2.25E-03	2.51E-03	1.77E-03	2.38E-03	3.92E-03	4.66E-03	5.07E-03	4.13E-03	2.84E-03	3.22E-03	2.13E-03	2.97E-03	45.35	7.77	9.27	10.18	8.15	8.05	9.22	18.55	5.55	4.89	14.81	5.72	8.82	16.71	12.12	17.37	11.82	4.40	8.70	8.33	11.78	6.77
D0EX67	Beta-hexosaminidase 2 OS=Escherichia coli (strain K12) GN=nagZ2 PE=3 SV=1	nagZ	4	245.99	37552.86975	131	197	138	81	93	87	104	94	80	63	51	39	44	37	128	122	123	132	86	89	97	110	8.16E-03	1.23E-02	8.62E-03	5.04E-03	5.80E-03	5.44E-03	6.51E-03	5.87E-03	4.99E-03	3.94E-03	3.19E-03	2.40E-03	2.73E-03	2.34E-03	7.96E-03	7.63E-03	7.68E-03	8.25E-03	5.35E-03	5.55E-03	6.03E-03	6.86E-03	11.81	10.97	19.60	10.61	8.59	9.79	5.80	6.71	0.97	3.40	7.55	19.46	9.54	14.59	15.80	4.07	14.68	2.14	9.49	7.96	7.19	7.85
P0A6E1	Shikimate kinase 2 OS=Escherichia coli (strain K12) GN=aroL PE=1 SV=3	aroL	4	313.91	19120.78656	680	356	263	404	418	525	358	571	446	409	282	185	94	70	436	526	481	308	320	261	418	434	2.16E-02	1.13E-02	8.34E-03	1.28E-02	1.33E-02	1.67E-02	1.14E-02	1.81E-02	1.42E-02	1.30E-02	8.96E-03	5.88E-03	3.00E-03	2.22E-03	1.38E-02	1.67E-02	1.53E-02	9.79E-03	1.02E-02	8.28E-03	1.33E-02	1.38E-02	14.63	10.63	8.10	12.66	4.86	15.75	12.07	14.24	12.84	2.06	14.98	26.85	5.73	22.34	10.44	18.42	17.09	6.48	10.60	26.49	13.22	4.27
P0AA89	Diguanylate cyclase DosC OS=Escherichia coli (strain K12) GN=dosC PE=1 SV=1	dosC	4	197.68	53126.63208	7	13	7	17	18	20	10	12	20	35	35	49	32	25	5	2	34	9	14	23	20	12	6.53E-04	1.12E-03	6.31E-04	1.50E-03	1.55E-03	1.80E-03	9.15E-04	1.02E-03	1.76E-03	3.07E-03	3.12E-03	4.30E-03	2.83E-03	2.21E-03	4.30E-04	2.08E-04	2.97E-03	7.75E-04	1.19E-03	2.06E-03	1.77E-03	1.05E-03	43.93	11.38	25.38	29.46	29.88	8.80	21.91	48.80	2.53	10.65	18.74	15.84	5.40	14.70	33.66	122.56	8.58	20.60	10.06	25.28	33.73	11.79
Q93K97	ADP-ribose pyrophosphatase OS=Escherichia coli (strain K12) GN=nudF PE=1 SV=2	nudF	4	273.04	23634.09928	139	179	163	106	123	116	125	116	86	95	108	76	55	50	132	152	96	104	176	133	95	122	5.44E-03	7.02E-03	6.41E-03	4.18E-03	4.83E-03	4.55E-03	4.90E-03	4.57E-03	3.37E-03	3.74E-03	4.24E-03	2.96E-03	2.17E-03	1.96E-03	5.17E-03	5.96E-03	3.77E-03	4.10E-03	6.90E-03	5.21E-03	3.74E-03	4.79E-03	36.25	4.78	5.82	26.61	17.70	16.47	14.85	26.16	18.84	6.77	6.16	15.34	57.15	59.68	27.40	44.04	35.82	10.58	16.58	7.99	28.17	17.69
Q46893	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase OS=Escherichia coli (strain K12) GN=ispD PE=1 SV=3	ispD	4	216.4	25703.19589	67	140	112	47	59	49	50	53	71	58	49	40	26	46	80	36	79	54	28	30	29	41	2.87E-03	5.96E-03	4.77E-03	1.99E-03	2.53E-03	2.09E-03	2.15E-03	2.28E-03	3.05E-03	2.47E-03	2.09E-03	1.69E-03	1.13E-03	1.95E-03	3.40E-03	1.52E-03	3.35E-03	2.33E-03	1.19E-03	1.27E-03	1.22E-03	1.75E-03	28.55	14.45	11.77	28.57	19.81	24.74	11.12	12.21	2.41	26.32	35.32	14.62	16.13	13.31	9.43	55.91	2.69	11.32	10.64	39.80	2.18	11.71
P0A6G3	Protein YgaD OS=Escherichia coli (strain K12) GN=ygaD PE=1 SV=1	pncC	4	177.7	17552.71915	87	152	163	89	123	96	123	102	110	120	116	92	80	66	122	111	113	104	89	110	83	101	2.53E-03	4.43E-03	4.75E-03	2.60E-03	3.58E-03	2.80E-03	3.59E-03	2.98E-03	3.20E-03	3.50E-03	3.38E-03	2.67E-03	2.33E-03	1.92E-03	3.55E-03	3.23E-03	3.29E-03	3.04E-03	2.58E-03	3.20E-03	2.41E-03	2.94E-03	10.62	3.95	6.04	26.68	15.95	10.50	8.58	46.03	10.90	6.22	3.03	14.05	2.49	19.46	36.75	37.18	8.27	23.51	18.20	30.13	52.14	11.93
P0ADV5	Uncharacterized protein yhbW OS=Escherichia coli (strain K12) GN=yhbW PE=4 SV=1	yhbW	4	216.36	37087.72888	110	135	155	55	61	61	98	50	44	34	39	26	24	29	35	46	90	44	49	28	37	48	6.80E-03	8.34E-03	9.55E-03	3.40E-03	3.75E-03	3.74E-03	6.01E-03	3.06E-03	2.72E-03	2.07E-03	2.39E-03	1.60E-03	1.51E-03	1.81E-03	2.13E-03	2.86E-03	5.54E-03	2.73E-03	3.03E-03	1.75E-03	2.25E-03	2.97E-03	21.57	3.91	18.21	10.42	7.51	28.30	20.08	5.78	13.95	21.67	14.60	29.83	11.57	22.78	26.41	34.58	11.99	7.67	25.65	33.80	97.49	28.15
P0AAC8	Iron-binding protein iscA OS=Escherichia coli (strain K12) GN=iscA PE=1 SV=1	iscA	4	178.35	11530.68237	1451	1953	1952	730	853	863	1190	736	1059	700	436	317	91	93	1569	1411	856	2048	1122	774	1257	1784	2.78E-02	3.74E-02	3.74E-02	1.40E-02	1.63E-02	1.65E-02	2.28E-02	1.41E-02	2.03E-02	1.34E-02	8.35E-03	6.06E-03	1.75E-03	1.79E-03	3.00E-02	2.70E-02	1.64E-02	3.92E-02	2.15E-02	1.48E-02	2.41E-02	3.42E-02	28.32	1.25	7.73	11.13	7.25	13.34	8.30	6.08	1.32	14.72	13.58	9.13	60.65	46.86	16.23	42.42	9.75	1.40	17.12	12.79	16.14	4.79
P24205	Lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase OS=Escherichia coli (strain K12) GN=msbB PE=1 SV=1	msbB	4	131.64	37368.31401	71	137	81	50	57	54	67	47	64	64	55	62	30	29	40	65	69	54	46	69	54	49	4.39E-03	8.53E-03	5.01E-03	3.08E-03	3.54E-03	3.37E-03	4.18E-03	2.92E-03	3.95E-03	3.98E-03	3.41E-03	3.85E-03	1.85E-03	1.77E-03	2.47E-03	4.01E-03	4.28E-03	3.36E-03	2.85E-03	4.29E-03	3.35E-03	3.03E-03	10.04	11.45	7.84	9.55	5.76	12.27	9.14	9.01	7.89	8.23	11.98	17.09	10.69	12.11	30.14	6.97	15.43	20.52	20.00	7.54	13.57	14.58
P22634	Glutamate racemase OS=Escherichia coli (strain K12) GN=murI PE=1 SV=2	murI	4	138.67	30964.21429	67	186	85	63	66	67	51	62	80	77	54	47	49	34	81	92	93	85	58	50	52	71	3.44E-03	9.55E-03	4.37E-03	3.25E-03	3.39E-03	3.45E-03	2.61E-03	3.19E-03	4.12E-03	3.98E-03	2.77E-03	2.43E-03	2.50E-03	1.75E-03	4.17E-03	4.72E-03	4.77E-03	4.37E-03	2.96E-03	2.60E-03	2.70E-03	3.65E-03	11.67	8.78	20.94	20.22	6.58	20.90	5.16	2.54	16.23	15.03	14.56	5.40	23.97	53.72	2.21	6.84	3.61	6.65	3.44	11.44	12.92	9.28
P37765	Ribosomal large subunit pseudouridine synthase B OS=Escherichia coli (strain K12) GN=rluB PE=1 SV=2	rluB	4	234.74	32673.39599	114	294	204	64	90	112	78	60	153	117	103	92	45	32	73	109	99	107	78	56	78	109	6.17E-03	1.59E-02	1.11E-02	3.47E-03	4.91E-03	6.09E-03	4.25E-03	3.27E-03	8.32E-03	6.32E-03	5.60E-03	4.97E-03	2.42E-03	1.72E-03	3.95E-03	5.92E-03	5.36E-03	5.81E-03	4.24E-03	3.03E-03	4.23E-03	5.94E-03	28.60	12.53	24.04	16.84	11.88	8.40	17.50	21.78	4.77	9.47	9.92	6.19	25.68	18.72	16.84	5.01	2.61	9.43	21.40	22.60	12.21	13.50
P0ACL9	Pyruvate dehydrogenase complex repressor OS=Escherichia coli (strain K12) GN=pdhR PE=1 SV=1	pdhR	4	224.5	29389.36331	102	106	48	52	83	42	48	324	61	43	28	29	19	35	79	86	96	104	42	23	36	86	4.99E-03	5.16E-03	2.34E-03	2.55E-03	4.05E-03	2.03E-03	2.34E-03	1.58E-02	2.96E-03	2.08E-03	1.38E-03	1.41E-03	9.28E-04	1.71E-03	3.83E-03	4.18E-03	4.70E-03	5.07E-03	2.06E-03	1.14E-03	1.77E-03	4.20E-03	5.97	14.23	18.18	13.89	34.00	22.37	1.41	29.26	11.56	22.61	17.33	44.25	33.43	52.62	5.84	43.91	12.04	20.60	12.10	28.43	25.79	3.15
P0AE28	Protein AroM OS=Escherichia coli (strain K12) GN=aroM PE=4 SV=1	aroM	4	203.58	24883.21341	107	124	162	193	157	105	118	101	89	125	126	102	76	40	119	82	90	93	143	172	83	98	4.41E-03	5.13E-03	6.70E-03	7.96E-03	6.50E-03	4.35E-03	4.89E-03	4.17E-03	3.66E-03	5.17E-03	5.20E-03	4.22E-03	3.16E-03	1.67E-03	4.93E-03	3.40E-03	3.71E-03	3.84E-03	5.91E-03	7.11E-03	3.42E-03	4.07E-03	22.81	16.21	13.91	20.14	24.28	25.65	3.15	49.37	4.48	19.15	20.47	2.33	67.03	24.29	36.03	27.93	21.00	22.56	15.59	23.38	27.15	7.73
P06961	Multifunctional CCA protein OS=Escherichia coli (strain K12) GN=cca PE=1 SV=1	cca	4	145.73	46419.98726	64	88	54	52	45	38	37	45	44	48	46	43	14	21	53	41	62	50	39	56	44	45	4.93E-03	6.76E-03	4.19E-03	3.98E-03	3.46E-03	2.91E-03	2.87E-03	3.49E-03	3.36E-03	3.67E-03	3.53E-03	3.29E-03	1.07E-03	1.59E-03	4.09E-03	3.18E-03	4.75E-03	3.85E-03	2.98E-03	4.28E-03	3.36E-03	3.44E-03	7.40	4.49	18.17	13.43	12.40	21.78	14.12	13.48	24.25	3.89	13.66	2.86	43.03	15.38	16.88	32.80	13.14	25.75	7.15	20.54	2.79	10.99
P03018	DNA helicase II OS=Escherichia coli (strain K12) GN=uvrD PE=1 SV=1	uvrD	4	217.92	81920.30694	31	119	57	32	30	47	36	30	53	39	43	42	26	11	32	29	29	38	25	30	30	36	4.17E-03	1.62E-02	7.69E-03	4.40E-03	4.01E-03	6.38E-03	4.87E-03	4.02E-03	7.18E-03	5.32E-03	5.88E-03	5.75E-03	3.58E-03	1.54E-03	4.30E-03	3.98E-03	3.90E-03	5.12E-03	3.33E-03	4.14E-03	4.05E-03	4.84E-03	14.58	5.33	4.90	8.78	14.96	25.77	10.75	22.87	10.10	7.46	6.40	2.63	33.79	27.62	27.72	11.76	20.87	14.67	20.93	19.63	20.93	14.93
P64540	Uncharacterized protein yfcL OS=Escherichia coli (strain K12) GN=yfcL PE=4 SV=1	yfcL	4	180.09	9975.83693	450	892	553	208	228	230	195	177	249	194	152	130	109	91	285	261	275	269	141	142	193	225	7.46E-03	1.48E-02	9.16E-03	3.44E-03	3.77E-03	3.81E-03	3.23E-03	2.94E-03	4.13E-03	3.21E-03	2.52E-03	2.15E-03	1.80E-03	1.51E-03	4.72E-03	4.33E-03	4.56E-03	4.46E-03	2.33E-03	2.35E-03	3.19E-03	3.73E-03	12.57	10.10	15.20	21.28	38.99	9.47	11.19	41.77	28.39	14.55	15.30	18.58	11.83	10.15	24.11	8.68	13.83	4.06	12.19	14.15	24.03	53.41
P0AEJ6	Ethanolamine ammonia-lyase heavy chain OS=Escherichia coli (strain K12) GN=eutB PE=1 SV=1	eutB	4	235.71	49353.63876	32	63	54	28	32	38	40	27	34	32	36	30	33	18	60	41	24	52	41	27	34	36	2.64E-03	5.19E-03	4.42E-03	2.28E-03	2.66E-03	3.15E-03	3.24E-03	2.22E-03	2.75E-03	2.62E-03	2.93E-03	2.44E-03	2.70E-03	1.49E-03	4.92E-03	3.36E-03	1.94E-03	4.23E-03	3.36E-03	2.23E-03	2.75E-03	2.95E-03	10.66	12.21	12.50	10.83	1.75	6.88	3.98	36.36	10.34	14.69	17.37	9.06	39.07	33.70	29.52	33.00	12.73	10.95	14.50	17.37	19.12	17.51
P0AA82	Cytosine permease OS=Escherichia coli (strain K12) GN=codB PE=1 SV=1	codB	4	260.82	43603.22932	211	31	37	58	190	191	179	159	296	143	62	39	16	20	159	199	124	201	149	89	352	344	1.53E-02	2.22E-03	2.69E-03	4.21E-03	1.38E-02	1.38E-02	1.30E-02	1.15E-02	2.14E-02	1.03E-02	4.51E-03	2.85E-03	1.13E-03	1.48E-03	1.15E-02	1.44E-02	9.00E-03	1.46E-02	1.08E-02	6.44E-03	2.55E-02	2.49E-02	11.62	14.16	53.01	12.03	11.84	13.37	8.63	34.52	5.59	2.32	13.71	5.38	11.53	67.25	10.25	35.69	43.61	24.87	13.90	20.82	6.04	12.71
P0A968	Cold shock-like protein CspD OS=Escherichia coli (strain K12) GN=cspD PE=1 SV=1	cspD	4	294.01	7945.88707	1247	10716	6942	2724	6229	3808	4436	4438	4655	5523	4904	4740	322	111	729	1157	272	1646	4323	3656	6195	2494	1.65E-02	1.41E-01	9.16E-02	3.59E-02	8.22E-02	5.02E-02	5.85E-02	5.86E-02	6.14E-02	7.29E-02	6.47E-02	6.25E-02	4.25E-03	1.46E-03	9.61E-03	1.53E-02	3.59E-03	2.17E-02	5.70E-02	4.82E-02	8.17E-02	3.29E-02	22.58	5.87	5.75	27.83	4.97	8.45	9.23	13.63	3.09	7.42	32.73	2.66	25.69	17.21	5.76	1.52	16.83	24.09	9.45	14.92	5.98	9.62
P0AC51	Zinc uptake regulation protein OS=Escherichia coli (strain K12) GN=zur PE=1 SV=1	zur 	4	150.46	19223.57739	70	130	130	90	97	129	103	137	141	121	120	115	51	39	68	49	74	76	104	136	86	91	2.24E-03	4.15E-03	4.16E-03	2.88E-03	3.09E-03	4.13E-03	3.27E-03	4.39E-03	4.51E-03	3.85E-03	3.82E-03	3.67E-03	1.62E-03	1.23E-03	2.16E-03	1.58E-03	2.36E-03	2.42E-03	3.33E-03	4.35E-03	2.74E-03	2.90E-03	42.85	13.80	13.86	11.98	14.36	30.30	19.28	7.47	5.50	18.81	3.63	11.86	23.68	17.38	55.10	32.66	6.14	2.83	3.99	7.35	34.66	20.12
P0ACR4	Uncharacterized HTH-type transcriptional regulator yeiE OS=Escherichia coli (strain K12) GN=yeiE PE=4 SV=1	yeiE	4	150.44	32685.2267	122	161	104	66	67	69	74	46	60	45	45	37	29	22	28	53	42	36	35	29	27	42	6.63E-03	8.72E-03	5.62E-03	3.57E-03	3.64E-03	3.73E-03	4.01E-03	2.48E-03	3.27E-03	2.42E-03	2.46E-03	2.03E-03	1.57E-03	1.17E-03	1.50E-03	2.88E-03	2.26E-03	1.94E-03	1.88E-03	1.56E-03	1.49E-03	2.27E-03	7.93	4.28	10.52	12.53	9.15	27.17	13.50	14.89	5.44	8.70	12.28	16.54	54.40	51.10	35.97	27.21	9.01	6.21	16.92	16.56	15.75	17.27
P24554	DNA repair protein radA OS=Escherichia coli (strain K12) GN=radA PE=3 SV=1	radA	4	110.86	49422.57371	39	48	44	24	26	39	33	43	45	40	34	37	5	14	24	77	45	80	33	35	33	58	3.21E-03	3.97E-03	3.65E-03	1.99E-03	2.16E-03	3.16E-03	2.72E-03	3.53E-03	3.68E-03	3.27E-03	2.83E-03	3.06E-03	3.83E-04	1.16E-03	1.95E-03	6.33E-03	3.69E-03	6.60E-03	2.74E-03	2.86E-03	2.72E-03	4.73E-03	19.55	10.48	18.71	32.30	7.30	11.74	17.11	30.24	9.60	8.45	20.61	6.88	77.46	6.24	37.64	29.45	12.85	6.55	24.70	25.32	39.56	7.42
P80668	Phenylacetaldehyde dehydrogenase OS=Escherichia coli (strain K12) GN=feaB PE=1 SV=2	feaB	4	172.36	53647.30106	8	9	12	23	40	19	23	22	32	43	44	63	8	13	10	16	6	20	40	40	30	22	6.74E-04	8.46E-04	1.06E-03	2.02E-03	3.56E-03	1.68E-03	2.07E-03	1.93E-03	2.88E-03	3.79E-03	3.90E-03	5.60E-03	7.54E-04	1.15E-03	8.61E-04	1.40E-03	5.12E-04	1.77E-03	3.54E-03	3.61E-03	2.66E-03	1.96E-03	75.10	27.14	25.92	12.50	4.04	7.52	13.17	33.32	16.55	9.45	12.91	14.46	22.33	33.16	57.32	36.64	12.72	44.34	19.65	22.48	33.85	17.99
P67826	Copper homeostasis protein CutC OS=Escherichia coli (strain K12) GN=cutC PE=3 SV=1	cutC	4	122.96	26726.4102	77	92	85	41	46	58	55	53	47	41	41	35	3	24	79	55	61	54	41	35	58	35	3.42E-03	4.07E-03	3.78E-03	1.80E-03	2.05E-03	2.57E-03	2.42E-03	2.34E-03	2.07E-03	1.80E-03	1.83E-03	1.57E-03	1.52E-04	1.08E-03	3.50E-03	2.43E-03	2.72E-03	2.39E-03	1.84E-03	1.55E-03	2.57E-03	1.53E-03	10.12	8.69	35.86	3.46	2.45	14.74	10.01	10.74	4.42	12.74	1.41	8.68	127.87	4.01	27.91	11.71	55.81	39.48	95.56	39.58	76.94	62.54
P50456	Protein mlc OS=Escherichia coli (strain K12) GN=mlc PE=1 SV=2	mlc	4	216.28	44270.25484	19	55	32	21	28	50	21	26	64	97	80	68	15	14	6	15	15	7	33	19	24	16	1.42E-03	4.07E-03	2.34E-03	1.51E-03	2.05E-03	3.69E-03	1.54E-03	1.94E-03	4.67E-03	7.14E-03	5.88E-03	5.03E-03	1.13E-03	1.05E-03	4.62E-04	1.12E-03	1.13E-03	5.17E-04	2.44E-03	1.39E-03	1.77E-03	1.17E-03	0.22	8.03	130.39	12.27	6.18	4.02	8.27	19.79	5.60	4.96	15.22	1.97	2.34	18.52	53.47	13.28	15.39	33.68	18.39	9.53	22.35	10.19
P0ACL5	Glc operon transcriptional activator OS=Escherichia coli (strain K12) GN=glcC PE=4 SV=1	glcC	4	177.75	28790.28432	19	94	48	42	76	52	22	54	58	83	57	70	14	22	99	19	70	53	42	40	52	13	8.85E-04	4.48E-03	2.29E-03	2.03E-03	3.62E-03	2.46E-03	1.07E-03	2.58E-03	2.78E-03	3.96E-03	2.74E-03	3.35E-03	6.76E-04	1.03E-03	4.74E-03	9.15E-04	3.32E-03	2.53E-03	2.00E-03	1.92E-03	2.48E-03	6.22E-04	20.07	87.63	16.81	2.47	21.04	18.51	70.89	22.92	6.53	3.36	1.89	3.48	48.90	59.39	57.58	57.43	29.39	75.36	23.84	20.35	19.15	68.41
P0ACZ4	Positive transcription regulator evgA OS=Escherichia coli (strain K12) GN=evgA PE=1 SV=1	evgA	4	191.47	22657.79834	52	116	67	66	24	30	17	45	21	11	8	7	14	27	66	45	50	110	55	22	46	84	1.96E-03	4.35E-03	2.52E-03	2.47E-03	8.84E-04	1.15E-03	6.34E-04	1.69E-03	7.78E-04	4.03E-04	3.18E-04	2.77E-04	5.30E-04	1.01E-03	2.48E-03	1.70E-03	1.87E-03	4.15E-03	2.07E-03	8.43E-04	1.74E-03	3.16E-03	31.18	18.99	18.78	15.83	27.67	17.07	27.63	30.08	33.94	31.17	41.22	15.58	71.36	16.62	10.09	48.95	6.52	7.54	70.14	17.42	45.19	4.75
P06960	Ornithine carbamoyltransferase chain F OS=Escherichia coli (strain K12) GN=argF PE=1 SV=4	argF	4	858.07	36785.42997	149	11	17	40	70	44	52	32	97	42	69	78	25	16	65	15	26	45	35	24	36	54	9.12E-03	6.58E-04	1.06E-03	2.42E-03	4.28E-03	2.68E-03	3.17E-03	1.96E-03	5.91E-03	2.57E-03	4.23E-03	4.76E-03	1.56E-03	1.01E-03	3.96E-03	9.06E-04	1.61E-03	2.75E-03	2.14E-03	1.46E-03	2.22E-03	3.28E-03	18.75	26.36	46.94	54.77	49.47	20.96	25.85	30.00	5.34	6.29	4.86	10.19	44.49	43.48	14.12	71.64	14.54	56.68	40.49	18.85	6.44	30.53
P10907	sn-glycerol-3-phosphate import ATP-binding protein UgpC OS=Escherichia coli (strain K12) GN=ugpC PE=1 SV=3	ugpC	4	292.26	39480.50397	29	31	27	26	40	21	25	21	52	76	92	123	11	15	27	21	15	17	44	31	60	21	1.88E-03	2.05E-03	1.76E-03	1.73E-03	2.62E-03	1.35E-03	1.63E-03	1.37E-03	3.43E-03	5.01E-03	6.05E-03	8.04E-03	7.00E-04	9.81E-04	1.76E-03	1.36E-03	9.98E-04	1.11E-03	2.88E-03	2.06E-03	3.90E-03	1.39E-03	75.02	15.92	5.68	22.35	26.15	32.03	19.77	30.40	11.56	9.07	15.38	3.45	32.88	3.92	34.23	17.92	32.28	19.45	7.17	45.57	34.47	2.60
P0A6H8	Cardiolipin synthase OS=Escherichia coli (strain K12) GN=cls PE=1 SV=1	clsA	4	163.6	54768.54586	10	14	7	10	9	16	9	9	40	30	29	30	13	11	9	21	17	14	11	7	11	23	9.33E-04	1.26E-03	6.66E-04	8.68E-04	8.25E-04	1.45E-03	8.50E-04	8.03E-04	3.66E-03	2.70E-03	2.67E-03	2.77E-03	1.18E-03	9.66E-04	8.30E-04	1.95E-03	1.55E-03	1.25E-03	9.81E-04	6.74E-04	1.04E-03	2.12E-03	33.31	2.08	16.25	18.72	22.97	25.05	21.47	83.02	10.53	5.29	41.32	14.41	23.21	8.74	33.44	36.49	48.54	25.86	30.24	17.19	32.39	34.08
P17117	Oxygen-insensitive NADPH nitroreductase OS=Escherichia coli (strain K12) GN=nfsA PE=1 SV=2	nfsA	4	288.74	26765.85039	211	677	387	105	174	176	168	158	157	120	86	77	18	22	82	131	59	41	73	42	59	41	9.39E-03	3.01E-02	1.72E-02	4.66E-03	7.75E-03	7.82E-03	7.47E-03	7.02E-03	6.99E-03	5.33E-03	3.81E-03	3.40E-03	7.90E-04	9.62E-04	3.66E-03	5.81E-03	2.64E-03	1.81E-03	3.23E-03	1.85E-03	2.62E-03	1.80E-03	17.22	5.82	7.14	15.47	7.51	14.80	4.53	48.87	16.74	16.67	4.54	9.15	113.78	16.94	97.44	50.02	10.89	9.51	29.72	19.27	20.19	15.61
